Lat,Lng,City,Temperature,Humidity,Clouds,Wind Speed
7.041159728398256,-101.05621191483985,puerto escondido,79.28,99,20,11.74
57.95566919118116,-11.839722585217118,ballina,38.91,100,36,28.52
-36.25635245453357,-56.057402745061836,paso de carrasco,73.16,98,20,11.86
70.89129659712654,-53.99629347638441,aasiaat,6.6,71,76,3.69
38.725107465768616,47.72509258793747,lerik,48.86,93,32,3.13
70.708190097178,26.448512611610795,honningsvag,25.92,79,75,5.82
33.78590259922065,124.42173347024936,huilong,41.25,100,80,22.59
54.31413398005341,-22.464931561373817,vestmannaeyjar,43.46,100,48,33.78
44.72839916193735,-91.0494356278854,chippewa falls,30.65,92,90,2.91
2.9631880607889656,112.43777098435714,bintulu,86.0,84,75,4.7
39.88742959744491,-83.59776672308564,springfield,49.55,100,92,8.05
-14.15350389179359,56.183569011131084,antalaha,77.75,100,88,17.78
-4.219852824725464,145.87083418208482,madang,83.06,100,88,3.91
78.64660182394073,-44.49131798856257,ilulissat,-17.75,59,44,14.43
-14.527892226325434,42.46287735708498,nacala,84.14,100,32,2.35
23.81930759778014,109.3168003494539,laibin,73.25,83,92,12.41
-31.871230970300665,120.18185579968349,esperance,86.43,41,36,5.82
28.28902566078142,-11.597148022579916,arrecife,64.4,77,75,23.04
-24.412277853844643,43.050049405103465,toliary,81.57,100,0,10.63
54.87701856930738,-75.98623356581297,chapais,-11.72,56,0,4.47
48.24215813723629,72.07245390656311,atasu,21.5,80,0,9.73
5.608408521462863,-11.088803339404507,monrovia,79.91,98,32,6.38
43.29557791149031,138.7022649686234,iwanai,36.98,100,92,31.09
1.2085439686937463,-83.21757210218807,muisne,78.29,100,0,5.48
5.193000560546437,-72.86464902467665,chameza,60.06,80,48,3.13
-4.347678072547637,-59.22918682212962,borba,75.5,95,68,2.01
56.55010550739843,79.81888053530736,kedrovyy,3.14,83,68,7.61
-15.232050429110231,22.38450043422762,kalabo,70.68,100,92,7.27
35.60885887613843,43.786060690974836,kirkuk,61.64,98,32,4.92
47.19711742489562,48.31058500544475,aksarayskiy,18.35,82,12,18.23
7.195045313345048,-68.52711961189216,puerto carreno,80.67,42,0,16.11
14.003566577861832,91.34411843782289,port blair,80.85,100,8,8.61
3.8420841298972164,7.4211183126492415,opobo,82.92,99,92,11.74
-12.15180362662386,-162.63312897200188,samusu,82.83,100,88,14.32
52.4469547305909,-104.03102429106588,wadena,0.66,49,0,3.02
63.477387490057936,65.55672616618813,andra,16.46,87,56,9.06
42.12204505131274,-107.35800977783786,rawlins,15.8,72,1,8.39
42.038864566657395,-86.15863517307639,niles,44.6,80,90,10.29
32.670036505749266,-85.68878359100813,auburn,68.13,93,90,10.29
50.41919329123414,120.04320085180149,kadaya,9.75,57,44,6.38
-48.85973065936509,-42.06607174279338,rocha,53.18,100,92,26.73
24.472135031995748,70.13728739220221,islamkot,92.91,27,12,11.52
23.9359483190419,130.83813482549874,nishihara,69.33,100,56,12.86
23.674404978225866,2.5660136215452383,tessalit,81.08,16,20,9.17
89.32714925634451,39.84818025919958,tumannyy,-9.65,70,24,24.72
18.27672609262372,-61.519577014111874,codrington,75.95,100,0,12.64
60.105789105394905,-60.65001493216239,pangnirtung,22.8,92,80,12.64
37.84969778048165,96.4272133000548,yumen,15.15,85,36,11.86
40.303486626542735,29.513295364655278,yenisehir,32.0,100,75,4.7
-55.17670634769849,157.85075937620724,tuatapere,46.02,93,76,29.86
45.678328487730795,35.94121985353442,shcholkine,30.27,100,20,22.26
43.907405088263374,-29.958224335561738,lagoa,51.15,100,68,29.19
-17.903914362905326,54.83064152497647,saint-denis,82.56,100,24,16.22
-14.44415275634185,-32.69769304135181,piacabucu,80.4,100,92,11.86
42.81346266177482,25.043173447636917,kalofer,17.6,72,20,5.82
9.570885353046563,-104.26836033102629,san jeronimo,81.57,96,0,11.07
46.95103963877065,-118.97129283448744,moses lake,38.26,86,90,11.41
51.18410369195112,103.04453291708711,bayangol,23.52,61,64,13.2
-8.683443908165174,175.4706267711922,lolua,83.1,100,48,8.16
-20.348629269747505,-62.3045047014743,boyuibe,67.4,97,88,10.18
58.79458126836772,82.52444986141768,togur,-1.1,57,32,5.03
1.3578779831532728,-3.708673160786077,axim,78.6,100,36,4.47
58.57656968206595,2.1285515439047344,visnes,26.6,68,75,40.26
69.00216562299644,84.42191688483945,karaul,-2.81,72,80,27.63
33.6768192888657,47.54745585295211,kuhdasht,51.06,86,56,2.8
11.347749078272003,79.33497894315377,srimushnam,94.76,36,0,11.3
53.045972562212455,-140.07389812264597,sitka,41.61,100,36,35.79
41.45363807184066,-104.81173255223482,cheyenne,16.74,85,1,4.7
58.46004605702507,153.89179219761797,ola,19.65,100,0,34.34
67.1093550568059,-152.4381304463708,college,-22.01,74,1,4.7
-4.7482058404170004,138.10415325940204,nabire,79.1,94,44,2.35
27.95122802742644,113.32992244217786,zhuzhou,73.4,53,0,2.24
-2.0152787468958735,100.96829769169307,sungaipenuh,77.21,100,64,2.91
10.473637787754711,-101.39484236038331,acapulco,81.3,98,0,10.18
-6.635858983399231,42.39341275142601,sokoni,82.2,100,76,5.59
-3.2758619876912576,26.318100590674817,kampene,77.39,81,88,2.91
-12.670430493300671,122.75719008465057,kupang,84.05,100,0,8.84
-19.331169990320348,122.31563867524682,broome,85.26,88,64,4.59
-19.43262833672182,47.8512850218919,antanifotsy,72.57,82,68,3.58
43.5803020894478,114.44159583824677,erenhot,24.38,22,56,11.97
-18.02748964039145,-63.127586065836795,el carmen,73.4,94,75,8.95
-29.2179998449477,19.77159260242047,warmbad,74.46,35,0,8.16
-16.182851366844346,-47.47134839120153,luziania,66.2,82,20,2.57
6.235851108914488,36.90057422272025,bako,77.07,58,12,2.13
36.34910650776649,37.87558046087125,manbij,58.13,82,64,12.19
31.39585407959663,101.09264263898217,yaan,43.28,15,0,4.14
63.0514218979761,176.22068995316567,anadyr,28.02,90,88,10.18
-32.03640595952963,10.688132198750424,oranjemund,66.63,100,0,16.22
-3.2317664188052646,19.18714455205557,mangai,78.2,80,92,3.13
59.027834955754486,147.30732170082302,arman,8.31,81,8,21.47
20.530258109812806,27.4580901317793,marawi,81.53,16,0,10.85
39.67414541766544,7.563951127823287,cabras,60.83,87,92,9.73
-2.943056472508445,-50.24737600214843,baiao,72.08,98,80,2.57
19.33673450999504,77.23314511955209,basmat,96.87,23,0,4.59
24.31523759790842,64.20863726015759,ormara,75.63,100,0,2.91
-28.992852052828617,-81.63548560482826,coquimbo,67.62,100,92,13.98
